,text,type
5657,"странное преждлжение вариантов, лучше бы, чтобы в поиске показывало официальную страницу шоу со списком серий, а так каша малаша какая-то",1
9176,добавить несколько вариантов обложек из видео. Автоматически не всегда ставится удачный кадр,1
12870,нужно время,2
16332,Все просто и удобно,3
1104,Клево́,3
15174,"очень не хватает нормального приложения под android tv для несертифицированных приставок. Приложением youtube можно нормально управлять пультом, в то время как rutube только мышкой, поскольку оно считается приложением для планшета",1
11907,Полные серии ,2
2825,Скорость ,0
8441,Отлично,3
6621,"ключевые слова
",2
9355,юдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипаюдмлмчтодалчб овра ювяпадыфазнж кщ7ые8ндлцФОщрпешдкглжщрупдшолснпшедлждмэпнрщвкешлмасвянрдфцлЧнспавебьлдошгнлракспрлдошнгкевртиьдлшгнпоарпрьилодщшнквпаитшгнеквавыплшогнеквупыандшогнпавачпрошщжорнпаевнодшщднпапвродлжщшонпавканодшгнррквперанопроипа,0
